"","X","SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","agecat","incomecat"
"108477",112560,0,0.016249706,46,0,0.160196482,6310,9,0,1,0,0,"middle","middle rich"
"37652",39091,0,0.028448724,65,0,0.233204633,5179,11,0,1,0,1,"middle","middle"
"143373",148746,0,0.006316561,53,1,0.609197614,10393,10,0,3,0,3,"middle","rich"
"131741",136670,0,0.277976334,43,1,0.300095572,9416,17,0,2,0,0,"young","rich"
"116268",120635,0,0.350614473,66,0,1.278453591,6000,17,0,2,0,2,"middle","middle rich"
"125264",129956,0,0.966953624,37,0,0.263360246,2600,6,0,0,0,3,"young","poor"
"60842",63151,0,0.001230754,68,0,0.121277282,9300,9,0,1,0,0,"middle","rich"
"10656",11079,0,0.008521369,63,0,0.033741565,4000,4,0,0,0,0,"middle","middle"
"7905",8211,0,0.062788,65,0,0.323488694,6500,16,0,0,0,0,"middle","middle rich"
"73239",76012,0,0.01107328,56,0,3140,5400,7,0,2,0,0,"middle","middle"
"122437",127026,0,0.126658223,36,0,0.28969697,4949,4,0,1,0,2,"young","middle"
"101072",104905,0,0.343663035,44,0,0.131644726,6000,8,0,0,3,2,"young","middle rich"
"43903",45568,0,0.030976279,58,0,1823,5400,5,0,1,0,0,"middle","middle"
"80234",83265,0,0.907872808,30,1,0.061808817,6600,2,0,0,0,0,"young","middle rich"
"87905",91220,0,0.9999999,66,0,0,5400,0,0,0,0,1,"middle","middle"
"14486",15051,0,0.160519481,55,0,0.279610944,11000,8,0,1,0,3,"middle","rich"
"113198",117442,0,0.277621339,59,0,0.468179196,5200,11,0,2,0,0,"middle","middle"
"79555",82561,0,0.037641417,67,1,0.299874003,16666,20,0,3,0,0,"middle","rich"
"130585",135470,0,0.038968631,65,0,0.489847716,11425,14,0,4,0,0,"middle","rich"
"39576",41081,0,0.365563444,48,0,0.207632061,6000,5,0,0,0,1,"middle","middle rich"
"40837",42392,0,0.016904359,56,0,2478,5400,3,0,1,0,0,"middle","middle"
"131124",136031,0,0.08055108,72,0,0.474200426,2344,7,0,1,0,0,"middle","poor"
"6592",6840,0,0.718232044,58,0,0.286464088,10859,7,0,1,0,0,"middle","rich"
"50008",51927,0,0.9999999,46,0,0.267377642,5250,4,0,1,0,2,"middle","middle"
"4397",4571,0,0.015684112,58,0,0.00762121,12333,3,0,0,0,1,"middle","rich"
"40265",41795,0,0.520958084,25,0,0.205517793,2500,3,0,0,0,0,"young","poor"
"63072",65455,0,0.9999999,54,1,0.717138103,600,1,0,0,0,0,"middle","poor"
"26036",27035,0,0.003529394,64,0,0.002651395,9428,19,0,0,0,0,"middle","rich"
"28403",29491,0,0.016499175,55,3,0.2167972,6000,4,0,1,0,1,"middle","middle rich"
"36850",38255,1,1.305867665,42,3,0.226564713,3530,4,0,0,0,3,"young","poor"
"38327",39782,0,0,31,0,0,2000,3,0,0,0,0,"young","poor"
"7054",7324,0,0.021422233,37,0,0.389322136,5000,19,0,1,0,0,"young","middle"
"87678",90985,0,0.089862865,69,0,0.113289382,11527,8,0,0,0,0,"middle","rich"
"47341",49152,0,0.031332991,67,0,85,5400,11,0,0,0,0,"middle","middle"
"24654",25600,1,0.9999999,38,4,0.133735849,6624,6,2,0,1,0,"young","middle rich"
"131546",136468,0,0.9999999,69,0,0.254509889,4600,1,0,1,0,1,"middle","middle"
"30256",31403,0,0.86980671,39,0,0.304770066,3500,7,0,1,0,0,"young","poor"
"116487",120860,1,0.9999999,24,0,0.030805687,1687,3,0,0,0,0,"young","poor"
"109506",113618,0,0.029195729,49,0,0.652070064,2511,10,0,1,0,0,"middle","poor"
"123637",128277,0,0.06882284,72,0,0.021591363,2500,4,0,0,0,0,"middle","poor"
"97453",101139,0,0.194026558,51,0,1.310163485,8746,21,1,6,0,0,"middle","rich"
"9369",9737,0,0.083518642,57,0,3057,5400,11,0,2,0,0,"middle","middle"
"16924",17574,0,0,75,0,3,5400,6,0,0,0,0,"middle","middle"
"63673",66087,0,0,45,0,0.382065046,3166,7,0,1,0,3,"middle","poor"
"51615",53592,0,0.013911775,52,0,2074,5400,6,0,1,0,0,"middle","middle"
"769",799,0,0.020390558,79,0,0.225861336,2350,5,0,0,0,0,"elder","poor"
"124589",129258,0,0,51,0,0.227890699,7428,3,0,1,0,0,"middle","middle rich"
"1307",1358,0,0.279441118,57,0,0.001332889,3000,1,0,0,0,1,"middle","poor"
"831",865,0,0.276593085,62,0,0.121835693,19000,8,0,1,0,0,"middle","rich"
"96764",100425,0,0.199875713,34,0,0.012469121,8500,3,0,0,0,0,"young","rich"
"43097",44733,0,0,44,0,0.057366011,7425,15,0,0,0,0,"young","middle rich"
"73655",76442,1,0.020680869,50,0,0.355013062,11100,11,0,2,0,0,"middle","rich"
"61217",63539,0,0.687054701,38,0,0.143646409,3800,4,0,0,0,4,"young","poor"
"6695",6948,0,0.478043496,32,0,0.191659526,3500,6,0,0,0,0,"young","poor"
"70029",72673,0,0.992707988,36,1,0.51321114,4200,5,0,1,0,2,"young","middle"
"123057",127676,0,0.004638461,45,0,3371,5400,5,0,1,0,0,"middle","middle"
"88796",92156,0,0,65,0,0.202432667,5754,6,0,1,0,0,"middle","middle rich"
"105759",109758,0,0.305783586,40,0,0.360452126,15216,9,0,3,0,2,"young","rich"
"84968",88190,0,0.127535664,50,0,0.384076287,8703,10,0,1,0,0,"middle","rich"
"78804",81781,0,0.21648409,39,0,1767,5400,12,0,0,0,0,"young","middle"
"130174",135041,0,0.9999999,44,1,0.42871361,4018,4,0,0,1,3,"young","middle"
"48241",50079,0,0.031678896,58,0,0.148909183,11825,17,0,1,0,2,"middle","rich"
"77637",80572,0,0.36492891,65,0,0.400893898,5145,11,0,0,0,0,"middle","middle"
"13788",14324,0,0.878535774,65,0,0.231804281,6539,6,0,1,0,1,"middle","middle rich"
"125506",130207,0,0.391240411,68,0,2.693124135,2166,13,0,2,0,0,"middle","poor"
"112662",116881,0,0.276236844,69,0,0.40967871,7500,14,0,2,0,1,"middle","middle rich"
"69125",71724,0,0.248941791,31,0,0.208783297,4166,4,0,0,0,0,"young","middle"
"140301",145559,0,0.084212865,58,0,0.28887977,12184,21,0,2,0,3,"middle","rich"
"25447",26423,0,0.155779428,64,0,0.818297153,7093,17,0,2,0,0,"middle","middle rich"
"79506",82508,0,0.166648486,37,0,1379,5400,10,0,2,0,0,"young","middle"
"17641",18317,0,0.246467048,66,0,0.329333754,6333,10,0,2,0,0,"middle","middle rich"
"17535",18206,0,1.018654231,46,1,0.200918762,4135,6,0,0,0,0,"middle","middle"
"6083",6311,0,0.179735553,42,0,0.057993556,9000,5,0,0,0,4,"young","rich"
"3660",3803,0,0.242702936,56,0,0.557639703,5117,12,0,1,0,1,"middle","middle"
"9633",10015,0,0.048243825,60,0,2988,5400,11,0,2,0,0,"middle","middle"
"111761",115952,0,0.085914086,34,2,0.358880373,3000,3,0,0,0,0,"young","poor"
"125046",129732,0,0.142997986,59,0,0.174620589,10937,9,0,1,0,2,"middle","rich"
"104853",108820,0,0.040629318,64,0,0.226701864,12500,10,0,2,0,1,"middle","rich"
"14704",15274,0,0.067068449,65,0,0.004832931,12000,6,0,0,0,1,"middle","rich"
"45910",47661,0,0.015551185,51,0,1215,5400,7,0,1,0,0,"middle","middle"
"23226",24125,0,0.08843033,64,0,0.327217125,4577,5,0,1,0,0,"middle","middle"
"18417",19121,0,0.337569268,53,0,0.514669122,7600,11,0,3,0,1,"middle","rich"
"2629",2731,0,0.005168167,60,0,0.084772873,3125,6,0,0,0,0,"middle","poor"
"49745",51651,0,0.008266299,71,0,0.00239904,2500,3,0,0,0,0,"middle","poor"
"109206",113309,0,0.028809648,50,0,0.398908967,5865,9,0,2,0,0,"middle","middle rich"
"73751",76540,0,0.036971679,60,0,0.208232647,12000,6,0,1,0,0,"middle","rich"
"16386",17012,0,0.9999999,77,0,271,5400,1,0,0,0,0,"elder","middle"
"70095",72741,0,0.427722246,62,0,1.172317567,7166,32,0,9,0,0,"middle","middle rich"
"16265",16885,0,0.237385233,47,0,0.270945811,5000,20,0,2,0,2,"middle","middle"
"28056",29135,0,0.157651357,67,0,408,5400,12,0,0,0,0,"middle","middle"
"73373",76148,1,0.547564444,39,2,1.681366048,3015,7,1,1,0,3,"young","poor"
"86767",90041,0,0.365839313,32,0,0.427746856,4850,7,0,1,0,0,"young","middle"
"21846",22686,0,0.9999999,61,0,0.447310538,5000,8,0,2,0,0,"middle","middle"
"129385",134231,0,0.803863299,35,0,0.46644876,5200,7,0,1,0,3,"young","middle"
"3667",3811,0,0.446767413,46,0,0.323283691,8258,9,0,2,0,2,"middle","rich"
"140074",145326,0,0,62,1,0.159173893,8763,7,0,1,0,2,"middle","rich"
"88129",91452,0,0.077265703,73,0,0.455005056,1977,3,0,1,0,0,"middle","poor"
"66443",68953,0,0.21456867,53,1,0.240115198,16666,6,0,2,0,2,"middle","rich"
"120703",125224,0,0.001849908,61,0,1980,5400,6,0,1,0,0,"middle","middle"
"30891",32072,0,0.9999999,65,0,0.046651116,3000,0,0,0,0,0,"middle","poor"
"108173",112245,0,0.049847508,45,0,0.193056021,5961,3,0,1,0,0,"middle","middle rich"
"95393",99000,0,0.9999999,60,0,0,4100,1,0,0,0,0,"middle","middle"
"99629",103391,0,0.110658527,51,0,0.291395203,20720,13,0,2,0,1,"middle","rich"
"120311",124821,0,0.024495284,37,0,0.006295131,5400,5,0,0,0,0,"young","middle"
"102955",106862,1,0.857142857,41,0,57,5400,1,2,0,0,0,"young","middle"
"81874",84972,0,0.713821008,36,0,5201,5400,12,0,2,0,2,"young","middle"
"143093",148450,0,0.03455465,51,0,1191,5400,3,0,1,0,0,"middle","middle"
"18899",19618,0,0.746765493,56,0,0.535930015,4800,9,0,1,0,0,"middle","middle"
"33567",34853,0,0,82,0,0,2584,1,0,0,0,0,"elder","poor"
"117564",121977,0,0.873025395,58,0,130,5400,3,0,0,0,2,"middle","middle"
"35150",36494,0,0.107996516,52,0,0.198732868,7733,9,0,3,0,2,"middle","rich"
"106234",110243,0,0.001277349,51,0,0.263621011,11250,7,0,2,0,0,"middle","rich"
"25553",26529,0,0.081218376,55,0,0.184956721,10050,8,0,1,0,2,"middle","rich"
"60382",62675,0,0.181596808,44,0,0.061728395,1700,5,0,0,0,0,"young","poor"
"9771",10157,0,0.10827798,42,0,0.006715416,6700,2,0,0,0,0,"young","middle rich"
"50494",52433,0,0.863777261,51,0,10.96718973,700,15,0,2,0,0,"middle","poor"
"88748",92103,0,0.519032831,45,0,0.454323995,6567,8,0,2,0,0,"middle","middle rich"
"133360",138354,0,0.029630238,63,0,0.679632037,10000,13,0,1,0,0,"middle","rich"
"120295",124805,0,0.0645781,64,0,1282,5400,7,0,1,0,1,"middle","middle"
"80094",83122,0,0.148885111,28,0,0.435080264,4235,3,0,2,0,0,"young","middle"
"71331",74033,1,0.659191544,32,3,0.1460718,7687,4,1,0,3,1,"young","rich"
"7263",7543,0,0.069857216,51,0,0.072291084,12504,6,0,0,0,1,"middle","rich"
"117811",122233,0,0.9999999,56,0,0,3224,0,2,0,0,2,"middle","poor"
"130309",135181,0,0.009069557,65,0,0.00219956,5000,6,0,0,0,0,"middle","middle"
"34794",36126,0,1.007832028,47,1,0.030423813,141500,4,3,1,1,2,"middle","rich"
"30407",31561,0,0.028059786,69,0,0.46529563,6223,18,0,2,0,0,"middle","middle rich"
"62030",64379,0,0.073604514,29,0,219,0,3,0,0,0,0,"young","poor"
"9698",10082,0,0,70,0,220,5400,10,0,0,0,0,"middle","middle"
"57088",59243,0,0,35,0,0.08088033,3634,7,0,0,0,0,"young","poor"
"34911",36247,1,0.9999999,39,0,0.106679035,2155,1,2,0,0,3,"young","poor"
"98936",102677,0,0.230951241,46,0,0.394874782,5150,12,0,1,0,3,"middle","middle"
"51833",53816,0,0.080251029,41,0,0.147533252,10600,6,0,1,0,4,"young","rich"
"130584",135469,0,0.019282271,35,0,0.350532473,6666,9,0,1,0,2,"young","middle rich"
"38263",39716,0,0.123725023,49,0,0.190489459,10766,12,0,0,0,1,"middle","rich"
"47499",49311,0,0,37,3,0.347937544,4290,6,0,1,0,0,"young","middle"
"47720",49543,0,0.433227168,48,0,0.188077859,8219,8,0,1,0,1,"middle","rich"
"87496",90798,0,0.019472087,73,0,87,5400,12,0,0,0,0,"middle","middle"
"38458",39917,1,0.012025344,31,0,886,5400,12,0,0,0,0,"young","middle"
"76531",79426,0,0.086363757,66,1,0.448193592,2933,13,0,1,0,0,"middle","poor"
"140933",146213,0,0.236323851,45,0,0.144642768,20000,7,0,1,0,4,"middle","rich"
"125420",130119,0,0.055968157,64,0,1743,5400,6,0,2,0,2,"middle","middle"
"19286",20020,0,0.010966301,55,0,1960,5400,7,0,2,0,0,"middle","middle"
"116273",120640,0,0.51604566,57,0,1.188449848,6250,19,0,2,0,1,"middle","middle rich"
"50922",52879,1,1.624584718,39,0,0.420582986,1680,3,1,0,2,2,"young","poor"
"16306",16928,0,0.086371152,37,0,0.505552128,3241,5,0,1,0,1,"young","poor"
"83630",86800,1,0.859407305,43,0,0.216956683,2700,5,0,0,0,0,"young","poor"
"92375",95870,0,0.9999999,58,0,0.172369765,11747,6,0,1,0,0,"middle","rich"
"19472",20213,0,0.000438434,67,0,0.029523376,13175,7,0,1,0,0,"middle","rich"
"144549",149985,0,0.037548123,84,0,25,5400,5,0,0,0,0,"elder","middle"
"123247",127870,0,0,78,0,0.373304158,2284,11,0,1,0,0,"elder","poor"
"31587",32794,0,0.016755066,77,0,0.061187762,5000,4,0,1,0,0,"elder","middle"
"110470",114619,0,0.9999999,21,1,0.382460414,820,1,0,0,0,0,"young","poor"
"130520",135403,0,0.143986287,63,0,0.017640141,2550,2,0,0,0,0,"middle","poor"
"124346",129005,0,0,31,0,4.421441774,540,12,0,1,0,0,"young","poor"
"50960",52917,1,0.039055404,34,1,0.334261838,3230,6,0,0,1,2,"young","poor"
"46674",48454,0,0.051876856,62,0,0.210115476,15500,11,0,1,0,1,"middle","rich"
"9560",9939,0,0.060838816,55,0,0.305306685,1450,7,0,1,0,1,"middle","poor"
"73946",76744,1,0.978174126,70,0,0.38700342,7601,11,0,1,1,0,"middle","rich"
"83934",87120,0,0.291244108,61,1,0.262145499,4054,8,0,1,0,0,"middle","middle"
"69032",71624,0,0.265724958,50,1,2243,5400,7,0,1,0,0,"middle","middle"
"58029",60221,1,0.02559936,46,0,0.847424473,4600,12,0,2,0,0,"middle","middle"
"85502",88739,0,0.017729877,70,0,0.002693658,12250,7,0,0,0,0,"middle","rich"
"133635",138638,0,0,62,0,0.637184925,29000,19,0,3,0,0,"middle","rich"
"137986",143146,0,0.030255608,38,0,0.910373444,3614,5,0,1,0,1,"young","poor"
"112333",116547,0,0.080748869,37,0,0.200758332,5010,7,0,1,1,2,"young","middle"
"89918",93336,0,0,75,0,0.00095229,10500,8,0,0,0,0,"middle","rich"
"8657",8992,0,0.419715024,42,0,0.48421654,7000,9,0,2,0,0,"young","middle rich"
"141501",146805,0,0.514619883,63,0,0.211334201,14592,10,0,1,0,0,"middle","rich"
"46977",48771,0,0.038398405,53,0,0.500049995,10000,11,0,1,0,1,"middle","rich"
"102074",105954,0,0.028470994,47,1,1729,0,7,0,1,0,0,"middle","poor"
"18695",19406,0,0.040446409,66,0,19,5400,5,0,0,0,0,"middle","middle"
"97126",100796,0,0.004689493,95,0,4,5400,4,0,0,0,0,"elder","middle"
"120686",125206,0,0.27728914,66,0,0.946109921,2801,4,0,1,0,1,"middle","poor"
"115474",119810,0,0.059837606,61,0,0.215317994,19166,4,0,3,0,1,"middle","rich"
"93082",96606,0,0.030009251,58,0,2298,5400,7,0,1,0,0,"middle","middle"
"78201",81161,0,0.075128272,67,0,0.34755366,7500,7,0,1,0,0,"middle","middle rich"
"64880",67331,0,0.093531052,51,0,0.357074843,5250,10,0,1,0,0,"middle","middle"
"141058",146344,0,0.027961717,78,0,38,5400,5,0,0,0,0,"elder","middle"
"130817",135715,0,0.828216716,60,3,8460,5400,11,0,2,1,0,"middle","middle"
"80408",83446,0,0.9999999,50,0,0.427786107,2000,2,0,1,0,0,"middle","poor"
"2816",2927,0,0.007892757,60,0,0.168593933,11933,17,0,1,0,0,"middle","rich"
"86272",89532,0,0.206953429,79,0,0.206698325,4000,8,0,0,0,0,"elder","middle"
"10636",11059,0,0.34165092,49,0,0.32009824,17100,16,0,2,0,2,"middle","rich"
"80305",83339,0,0.128935109,47,0,1350,5400,6,0,1,0,0,"middle","middle"
"76070",78951,0,0.305655598,51,0,0.368152031,7629,15,0,2,0,1,"middle","rich"
"107226",111263,0,0.113836424,34,0,0.421498969,8725,7,0,1,0,0,"young","rich"
"36604",38001,0,0.556041854,31,0,574,5400,5,0,0,0,0,"young","middle"
"30942",32126,0,0.507696356,43,0,0.304295656,12500,5,0,2,0,0,"young","rich"
"81608",84691,1,0.9999999,79,0,0,5400,0,2,0,1,0,"elder","middle"
"76409",79300,0,0.063055885,61,0,1.923076923,1000,8,0,1,0,0,"middle","poor"
"42311",43920,0,0.319158806,47,0,0.482529402,5866,14,0,1,0,2,"middle","middle rich"
"108416",112498,1,0.644946889,62,1,0.524380864,6500,8,0,1,1,0,"middle","middle rich"
"58557",60773,0,0.175970229,53,0,0.228167216,9400,6,0,1,0,1,"middle","rich"
"124803",129480,0,0.267187419,26,1,0.335618395,3500,13,0,0,0,1,"young","poor"
"19686",20435,0,0.021558755,34,0,0.148790081,15000,7,0,1,0,1,"young","rich"
"84900",88119,1,0.830564784,53,0,1053,5400,6,6,0,0,0,"middle","middle"
"77729",80669,0,0.025386482,45,0,0.498228774,8750,8,0,1,0,0,"middle","rich"
"76242",79127,0,0.027411362,44,0,0.476937964,9300,11,0,4,0,1,"young","rich"
"99400",103155,0,0.03158074,30,0,0.053389322,5000,5,0,0,0,0,"young","middle"
"96874",100540,0,0.178984398,67,0,1839,5400,9,0,1,0,0,"middle","middle"
"116670",121050,0,0.9999999,58,0,0.483258371,2000,4,2,1,0,0,"middle","poor"
"23248",24147,0,0.101534554,60,0,0.059737234,15450,10,0,2,0,0,"middle","rich"
"96884",100550,0,0.1679952,70,0,0.047886336,5700,6,0,1,0,1,"middle","middle rich"
"3129",3250,1,0.040564773,71,0,0.291714123,7023,15,0,2,0,2,"middle","middle rich"
"55135",57223,0,0.12432247,62,0,0.318470844,12895,13,0,2,0,1,"middle","rich"
"49538",51435,0,0.9999999,36,0,56,5400,1,3,0,0,0,"young","middle"
"38338",39793,0,0.006428189,30,0,0.468850541,6837,5,0,2,0,0,"young","middle rich"
"71609",74320,0,0.030269598,52,0,0.149600806,12900,15,0,1,1,1,"middle","rich"
"103889",107828,0,0.214027291,66,0,0.188378496,6900,9,0,0,0,0,"middle","middle rich"
"56588",58730,0,0.096361446,55,0,0.474797055,5296,8,0,1,0,1,"middle","middle"
"143608",148992,0,0.016145911,36,0,0.005999455,7333,11,0,0,0,0,"young","middle rich"
"48191",50027,1,0.397057615,50,2,0.227150175,7417,10,0,0,1,2,"middle","middle rich"
"89321",92710,0,0.022741062,74,0,0.002992519,10024,8,0,0,0,0,"middle","rich"
"42753",44376,0,0.027698537,81,0,276,0,8,0,0,0,1,"elder","poor"
"103",105,0,0.003108849,57,0,0.258939285,8333,7,0,1,0,0,"middle","rich"
"59059",61301,0,0.000428551,58,0,463,5400,5,0,0,0,0,"middle","middle"
"116535",120908,0,0,70,1,0.291852139,5166,8,0,2,0,0,"middle","middle"
"91367",94830,0,0.092883729,48,0,0.427051672,5921,13,0,2,0,3,"middle","middle rich"
"63835",66253,0,0.283711855,33,0,0.119868251,8500,11,0,0,0,0,"young","rich"
"58071",60264,0,0.90134724,24,2,0.143792038,5500,5,0,0,1,0,"young","middle rich"
"109545",113658,0,0.9999999,32,0,0.002905288,1720,0,0,0,0,2,"young","poor"
"138064",143228,1,0.067752545,61,0,0.389902524,4000,13,0,2,1,0,"middle","middle"
"72283",75023,0,0.48394718,64,1,0.316748979,16400,16,0,2,1,4,"middle","rich"
"92597",96103,0,0.010352195,50,0,0.581167239,6116,18,0,2,0,2,"middle","middle rich"
"11008",11441,0,0.087636749,28,0,0.394862329,6500,5,0,2,0,0,"young","middle rich"
"134416",139438,0,0.775096735,51,0,0.470609242,14000,9,0,4,0,1,"middle","rich"
"140969",146250,0,0.597828328,53,0,0.077496274,3354,3,0,0,0,0,"middle","poor"
"133465",138464,0,0.001083303,90,0,37,5400,10,0,0,0,0,"elder","middle"
"97642",101333,1,0.9999999,30,0,0.076863951,1300,3,0,0,1,0,"young","poor"
"138263",143436,0,0,52,0,0,3166,2,0,0,0,0,"middle","poor"
"90739",94182,0,0.347427883,37,0,0.470481381,3302,8,0,0,0,0,"young","poor"
"73608",76394,0,0.006468548,61,0,0.187054306,3645,5,0,1,0,1,"middle","poor"
"132183",137131,0,0.607933273,40,0,0.462264151,3709,8,0,0,0,1,"young","poor"
"17468",18137,0,0.219858923,52,0,0.384923015,5000,9,0,1,0,2,"middle","middle"
"46881",48669,0,0.007825044,61,0,14,5400,7,0,0,0,0,"middle","middle"
"20437",21217,0,0.241571456,57,0,0.123083694,13632,5,0,2,0,0,"middle","rich"
"45427",47158,0,0.108844558,61,0,0.117392914,8100,2,0,1,0,0,"middle","rich"
"22583",23449,0,0.040893819,54,0,0.046511628,2192,7,0,0,0,1,"middle","poor"
"81245",84312,0,0.336707912,29,1,0.15047548,5362,8,0,0,1,2,"young","middle"
"93683",97227,0,0.464049217,36,0,0.600569972,6666,10,0,2,0,0,"young","middle rich"
"143987",149395,0,0.03552937,25,0,0.0009998,5000,2,0,0,0,0,"young","middle"
"60000",62283,0,0.247829519,69,0,0.220808723,2200,4,0,1,0,0,"middle","poor"
"82892",86034,0,0.06675733,39,0,0.124081153,3400,5,0,0,0,2,"young","poor"
"1413",1469,0,0.001499893,64,0,322,5400,12,0,0,0,0,"middle","middle"
"80921",83976,0,0.005401184,61,0,23,5400,6,0,0,0,0,"middle","middle"
"84005",87191,0,0.481481481,53,0,0.004964832,4833,2,0,0,0,0,"middle","middle"
"141730",147044,0,0,40,0,0.554275035,6420,4,0,1,0,2,"young","middle rich"
"95022",98619,0,0.023566274,56,0,0.287771223,10000,4,0,1,0,1,"middle","rich"
"41042",42605,0,0.9999999,42,1,0.254372814,2000,4,1,0,0,1,"young","poor"
"140574",145840,0,0.037498947,47,0,0.03074558,1300,11,0,0,0,0,"middle","poor"
"37782",39223,0,0.030295019,61,0,1206,5400,7,0,1,0,0,"middle","middle"
"126363",131088,0,0.104593027,40,0,1749,5400,6,0,1,0,0,"young","middle"
"18475",19182,0,0.141134792,64,0,0.2035988,3000,4,0,0,0,0,"middle","poor"
"101556",105419,0,0.638585514,32,0,0.214557089,5000,13,0,0,0,0,"young","middle"
"61794",64138,0,0.392796435,33,0,0.272010422,14583,12,0,2,0,0,"young","rich"
"85104",88330,0,0.10549989,58,0,0.165484344,8175,5,0,1,0,1,"middle","rich"
"23908",24831,0,0.167879102,52,0,0.812062646,3000,10,0,2,0,0,"middle","poor"
"127301",132068,0,0.052617225,56,0,0.849670812,5467,7,0,2,0,0,"middle","middle rich"
"115699",120044,0,0.9999999,48,1,0.177935943,4776,5,0,0,0,1,"middle","middle"
"57703",59882,0,0.092949646,57,0,0.620299935,4600,16,0,3,0,0,"middle","middle"
"46145",47905,0,0.211870816,33,0,0.15992004,2000,8,0,0,0,0,"young","poor"
"56634",58777,0,0.841918779,59,0,2331,5400,11,0,2,0,0,"middle","middle"
"58118",60314,0,0.313343328,36,0,0.008995502,2000,1,0,0,0,0,"young","poor"
"16738",17378,0,0.533157475,30,0,0.499833389,3000,6,0,1,0,3,"young","poor"
"136525",141631,0,0.055773077,44,1,0.308170612,9166,12,0,2,0,0,"young","rich"
"87853",91164,0,0,90,0,0,5400,4,0,0,0,0,"elder","middle"
"50561",52504,0,0.021896874,78,0,25,5400,4,0,0,0,0,"elder","middle"
"82558",85686,0,0.017489281,49,0,0.320750347,4317,27,0,2,0,3,"middle","middle"
"140771",146044,0,0.28006666,44,0,0.046817464,1900,2,0,0,0,1,"young","poor"
"91242",94698,0,0.646696109,31,0,0.097271818,7000,4,0,0,0,0,"young","middle rich"
"21532",22352,0,0.954327719,45,1,0.695217464,6000,8,0,2,0,1,"middle","middle rich"
"140233",145489,0,0,41,0,0.318019519,4200,6,0,1,0,1,"young","middle"
"67329",69867,0,0.723073449,75,0,0.331852424,5176,9,0,1,0,1,"middle","middle"
"87251",90545,0,0.300769501,33,0,0.23238174,7250,6,0,1,0,0,"young","middle rich"
"97053",100722,0,0.140107581,53,1,0.110601002,9583,14,0,0,0,0,"middle","rich"
"136560",141668,0,0.02957002,52,0,0.20174482,2750,4,0,0,0,0,"middle","poor"
"125513",130214,0,0.9999999,64,0,0.43905552,4700,2,0,1,0,0,"middle","middle"
"77765",80706,0,0.47069884,32,0,0.658780407,3000,16,0,1,0,0,"young","poor"
"96825",100490,0,0.425943208,63,0,0.071214393,1333,2,0,0,0,0,"middle","poor"
"20367",21146,0,0.026648289,66,0,0.40139965,4000,13,0,2,0,0,"middle","middle"
"122",125,0,0.277956679,39,0,4090,5400,9,0,2,0,0,"young","middle"
"108258",112331,0,0.62756078,63,0,0.709631323,3498,9,0,0,0,0,"middle","poor"
"141257",146551,1,1.12989445,58,6,0.940035273,1700,8,0,2,0,0,"middle","poor"
"22047",22893,0,0.019324925,82,1,0.390301218,4680,12,0,2,0,0,"elder","middle"
"97767",101462,0,0.953463588,53,0,0.048472244,6250,5,0,0,0,0,"middle","middle rich"
"110866",115031,0,0,76,0,0.042186002,2085,9,0,0,0,0,"elder","poor"
"101152",104990,1,0.788873039,40,0,0.214865709,1600,4,0,0,0,2,"young","poor"
"39935",41451,1,0.743005977,56,0,0.724282227,8602,16,0,2,0,0,"middle","rich"
